Date,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12PlusPop_Pct,Series_Complete_18PlusPop_Pct,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus
11/18/2021,Assumption Parish,LA,39.3,8604,45.4,47.8,68,96.7,44.6,9748
11/18/2021,Hardin County,IA,51.7,8710,59,61.8,87,97.4,55,9201
11/18/2021,Buncombe County,NC,59.5,155471,67.5,68.8,81.1,97.2,76.5,196243
11/18/2021,Alleghany County,NC,53.7,5976,60.3,63.1,76.5,97.2,68.3,7598
11/18/2021,Ector County,TX,38.8,64493,49.1,51.7,78.5,99.1,45.1,74953
11/18/2021,Fergus County,MT,43,4756,49.7,52.3,77.7,95.7,47.4,5216
11/18/2021,Monroe County,IN,54.8,81401,61.2,61.5,86.1,98.7,58.9,86430
11/18/2021,Logan County,OK,31,14865,36.1,38.1,56.7,93.9,36.3,17330
11/18/2021,Fulton County,AR,29.7,3701,34.3,35.8,43.9,90.3,34,4239
11/18/2021,Douglas County,NV,48,23466,53.1,54.9,70.3,94.9,54.6,26578
11/18/2021,Hendry County,FL,43.1,18111,52.4,54.9,82.2,98.7,51,21359
11/18/2021,Perry County,TN,37.6,3038,44.3,46.6,71.2,97.9,41.9,3379
11/18/2021,Pinal County,AZ,47.5,219861,55.5,57.3,73,97.7,54.3,250143
11/18/2021,Fresno County,CA,53.3,532759,65.7,67.8,85.4,97.4,62.5,617745
11/18/2021,Leon County,TX,32.9,5731,38.7,41.2,60.7,99.1,38.3,6659
11/18/2021,Washington Parish,LA,38,17564,45,47.8,70.6,96.7,43.2,19918
11/18/2021,Pendleton County,KY,40.1,5854,47.1,49.4,81.6,93.9,44,6395
11/18/2021,Marshall County,AL,41.2,39889,49.5,52.6,77.8,92.6,50.1,48447
11/18/2021,Randolph County,WV,28.7,8240,32.8,33.9,51,60.3,38.1,10803
11/18/2021,Pitt County,NC,48.2,87116,56,57.4,81.4,97.2,59.6,106752
11/18/2021,Washington County,IN,37.5,10516,43.9,46.7,71.8,98.7,41,11462
11/18/2021,Knox County,OH,39.6,24667,46.4,48.9,75.8,98.6,42,25991
11/18/2021,Broomfield County,CO,72.8,51291,84.1,84.8,98.4,97.3,78.6,53611
11/18/2021,Catano Municipio,PR,65.3,15091,73.2,72.7,68.5,95.8,75.5,17282
11/18/2021,Custer County,OK,44.3,12835,53.2,55.2,83.5,93.9,51.5,14876
11/18/2021,Benzie County,MI,63.1,11215,71.1,73.6,85.1,97.7,66.5,11811
11/18/2021,Fairfield County,SC,50,11163,56.7,58.5,77,93.9,56.6,12615
11/18/2021,Tensas Parish,LA,57.8,2503,67.7,70.9,80.4,96.7,65.8,2848
11/18/2021,Unknown County,NJ,0,381691,0,0,0,93.6,0,
11/18/2021,Stevens County,WA,36.1,16502,41.7,43.9,60.3,96.1,40.3,18334
11/18/2021,Henderson County,KY,45.9,20769,53.9,56.6,80.1,93.9,51.7,23266
11/18/2021,Columbiana County,OH,44.9,45776,51.7,54.2,80.1,98.6,48,48712
11/18/2021,Wayne County,NE,37.8,3548,43.5,44.1,57.3,89.8,0,
11/18/2021,Clackamas County,OR,62.6,261630,72.2,73.2,83.7,97.8,67.4,276460
11/18/2021,Livingston County,IL,46.3,16504,53.8,56.6,81,97.8,49.9,17768
11/18/2021,Evans County,GA,21.9,2328,26.4,27.6,35.4,58.3,24.4,
11/18/2021,Ellis County,TX,48.3,89298,58.2,60.8,84.6,99.1,55.2,102024
11/18/2021,Coke County,TX,35.4,1198,41.4,43.7,58.4,99.1,39.4,1336
11/18/2021,Cass County,IN,41.8,15749,49,51.5,73.9,98.7,45.8,17208
11/18/2021,Sequoyah County,OK,35.7,14840,42.1,44.1,64,93.9,44.3,18345
11/18/2021,Union County,NJ,62.6,348334,74,75.1,75.1,93.6,74.2,408057
11/18/2021,Meade County,KY,34.3,9797,40,41.6,65.9,93.9,39,11096
11/18/2021,Knox County,ME,76.2,30300,85.6,87.3,99.9,96.5,83.6,32623
11/18/2021,Caldwell County,TX,48.3,21109,56.8,57.9,75.2,99.1,57,24836
11/18/2021,Conecuh County,AL,38.6,4661,44.6,46.7,61.4,92.6,50.9,6130
11/18/2021,Woodson County,KS,39.2,1229,45.4,48.2,68,93.6,44.2,1381
11/18/2021,Weld County,CO,54,175148,65.1,67.2,90.2,97.3,58.9,188431
11/18/2021,Columbus County,NC,40.2,22306,46.2,48.4,64.7,97.2,49,27120
11/18/2021,Montgomery County,KY,41.9,11805,49.6,51,74,93.9,47.1,13086
11/18/2021,Rincon Municipio,PR,68.1,9294,76.3,76.5,86.3,95.8,74.8,10153
11/18/2021,Forrest County,MS,37.9,28353,45,46.5,68.7,98.3,43.9,32798
11/18/2021,Jones County,GA,25.3,7261,29.3,30.2,37.7,58.3,28.4,8116
11/18/2021,Woodbury County,IA,51.2,52816,61.8,64.5,85.6,97.4,56.7,58106
11/18/2021,Grant County,WA,51.3,50090,63.7,67.3,81.2,96.1,55.9,54432
11/18/2021,Meagher County,MT,47.2,879,53.7,56.4,62.1,95.7,50.3,929
11/18/2021,Lowndes County,GA,27.3,32092,32.7,33.5,52.3,58.3,29.8,34900
11/18/2021,Williamson County,TX,60.6,357741,72.5,74.1,90.9,99.1,68.3,402284
11/18/2021,Howard County,IA,47.9,4383,57,60.7,86.4,97.4,51,4670
11/18/2021,Mobile County,AL,44.5,183688,52.6,54.9,76.3,92.6,53.8,221757
11/18/2021,Lake County,MI,54.3,6437,61,63.8,66.5,97.7,56.6,6704
11/18/2021,Cherokee County,NC,51.1,14629,57.1,60,84.5,97.2,59.5,16989
11/18/2021,Baldwin County,AL,45.4,101335,52.6,55,78.3,92.6,57.5,128091
11/18/2021,Gurabo Municipio,PR,60.4,28458,67.7,68,64.4,95.8,67.2,31379
11/18/2021,Owen County,KY,34.2,3725,39.6,41,59.2,93.9,38.1,4102
11/18/2021,Jasper County,TX,33.1,11776,39.2,41.9,63.8,99.1,37.8,13410
11/18/2021,Hancock County,MS,37.1,17659,42.3,44.4,63.8,98.3,43.6,20723
11/18/2021,Pike County,PA,53,29568,59,60.3,73.9,94.5,68.2,37872
11/18/2021,Bedford County,VA,42.1,33260,48,50.4,72,82.2,48,37796
11/18/2021,Nottoway County,VA,41.9,6375,47.9,50,73.6,82.2,45.8,6956
11/18/2021,Gem County,ID,35.2,6384,,45.7,71.9,97.6,39.8,
11/18/2021,District of Columbia,DC,60.7,428179,70.2,70.8,84.4,95.3,75.6,527851
11/18/2021,James City County,VA,51.6,39492,58.8,61.8,79.9,82.2,57.5,43884
11/18/2021,Warren County,IA,54.4,27993,64.7,67,93,97.4,59.6,30119
11/18/2021,Anchorage Municipality,AK,57.3,165148,68.4,70.2,89.7,96.7,66.3,188433
11/18/2021,Ontonagon County,MI,66.1,3781,71,73.9,83.8,97.7,70.5,4035
11/18/2021,Hoke County,NC,29.9,16505,37,38.2,62.8,97.2,38,20790
11/18/2021,Rogers County,OK,42.3,39099,49.6,52,76.5,93.9,49.2,45264
11/18/2021,Kimble County,TX,40.8,1770,46.1,48.8,66.5,99.1,46.4,2012
11/18/2021,Boone County,NE,46.2,2400,54.6,58.7,78,89.8,0,
11/18/2021,Manitowoc County,WI,55.4,43790,63.7,66.2,90.5,96.8,59.3,46474
11/18/2021,Branch County,MI,41.4,18021,48.6,51.6,77.4,97.7,44.3,19244
11/18/2021,Park County,WY,42.2,12327,48.7,51.1,73.7,96.4,48.3,14062
11/18/2021,Fall River County,SD,56,3759,62.5,66,91.2,96.3,62,4150
11/18/2021,San Juan County,CO,88.5,644,96.1,95.9,81.4,97.3,97.4,704
11/18/2021,Louisa County,VA,40.5,15239,46.6,48.4,66.6,82.2,45.5,17057
11/18/2021,Fremont County,IA,47.4,3302,55.4,58.7,84.8,97.4,51.4,3566
11/18/2021,Wayne County,GA,31.9,9548,37.9,40.7,60.2,58.3,36.2,10799
11/18/2021,Lumpkin County,GA,11.9,4005,13.4,13.3,16.7,58.3,0,
11/18/2021,Caribou County,ID,34,2431,,47.8,70,97.6,36.4,
11/18/2021,Jackson County,MI,48.7,77191,56.6,58.9,84.2,97.7,50.8,80440
11/18/2021,Yates County,NY,48.3,12038,56.7,58.8,80.9,97.6,52.6,12986
11/18/2021,Lake County,TN,31.9,2238,35.2,36.2,65.6,97.9,36.6,2567
11/18/2021,Blaine County,MT,74.7,4989,93.1,91.8,99.9,95.7,87.5,5676
11/18/2021,Pacific County,WA,51.1,11476,56.7,57.9,74.1,96.1,57.2,12817
11/18/2021,Elk County,PA,53.7,16069,61.3,64.1,86.9,94.5,63.9,18997
11/18/2021,Unknown County,MD,0,52925,0,0,0,98.7,0,71081
11/18/2021,Greene County,NY,57.5,27148,64.2,65.1,79,97.6,63.3,29665
11/18/2021,Breathitt County,KY,47.4,5986,55,56.1,72.7,93.9,53.5,6701
11/18/2021,Orange County,CA,64.3,2041089,74.7,75.8,86.1,97.4,73.3,2298399
11/18/2021,Rowan County,KY,47,11495,54.1,55.1,83.4,93.9,52.4,12686
11/18/2021,Knox County,KY,33.4,10404,39.3,41.8,58.4,93.9,37.2,11551
11/18/2021,Martin County,NC,48.2,10807,55.5,58,76.7,97.2,57.2,12810
11/18/2021,Powder River County,MT,20.3,342,22.6,24.1,38.2,95.7,22.4,376
11/18/2021,Mathews County,VA,56.7,5012,63,65,80.9,82.2,62.5,5474
11/18/2021,Glacier County,MT,73.6,10117,93.7,93.4,99.9,95.7,99.9,14042
11/18/2021,Richmond city,VA,41,94464,46.7,47.6,61.2,82.2,46.4,106015
11/18/2021,Jefferson County,CO,70.7,412262,80.7,81.7,94.8,97.3,77.2,440986
11/18/2021,Charleston County,SC,59,242577,67.9,69.1,86.5,93.9,68.2,275915
11/18/2021,Adair County,OK,30.5,6774,37.2,39.3,60,93.9,43.2,9543
11/18/2021,Benton County,AR,47.1,131584,56.8,57.9,71.7,90.3,56.4,154495
11/18/2021,Kingfisher County,OK,42.9,6769,52.1,55.5,77.9,93.9,50.2,7895
11/18/2021,Howard County,AR,50.4,6653,61.1,65.3,80,90.3,58.3,7683
11/18/2021,Chisago County,MN,52,29426,60.9,63.5,95.5,94.4,55.9,31304
11/18/2021,St. Francis County,AR,45.7,11415,53.1,55.9,75.1,90.3,52.6,13130
11/18/2021,Pope County,MN,51.7,5813,60.1,62.1,85,94.4,55.6,6161
11/18/2021,Clay County,TX,40.8,4271,46.4,49.6,71.2,99.1,44.7,4674
11/18/2021,Schenectady County,NY,65.7,102002,76.6,77.5,92.2,97.6,71.9,110166
11/18/2021,Piatt County,IL,53,8656,61.5,63.3,86,97.8,57.6,9389
11/18/2021,Polk County,OR,58.4,50297,68.1,70,86.8,97.8,62.5,53136
11/18/2021,Jefferson County,GA,33.3,5123,39.3,40.5,48.7,58.3,36,5515
11/18/2021,Coles County,IL,41.6,21046,47.1,48.3,76.1,97.8,44.6,22557
11/18/2021,Botetourt County,VA,46.7,15604,52.6,54.6,70.7,82.2,53.6,17770
11/18/2021,Norfolk County,MA,70.3,497003,80.8,81.2,86.1,89.6,80.9,556581
11/18/2021,Clay County,MN,52.5,33743,63.2,64.6,92.3,94.4,62.8,39595
11/18/2021,Lewis County,ID,45.1,1730,,57.3,82.3,97.6,51.1,
11/18/2021,De Soto Parish,LA,39,10720,46.1,48.6,70.3,96.7,43.9,12042
11/18/2021,Pike County,AL,38,12594,43.6,44.5,78.2,92.6,45.7,15103
11/18/2021,Gilliam County,OR,41.5,793,47.3,48.7,63.3,97.8,46.9,893
11/18/2021,Archer County,TX,44.2,3783,51.2,54.2,74.4,99.1,48.2,4118
11/18/2021,Butler County,KS,42.9,28683,51.1,53.4,74,93.6,49.6,32788
11/18/2021,Unknown County,OH,0,84294,0,0,0,98.6,0,186336
11/18/2021,Glenn County,CA,48.8,13865,59.2,61.8,84.5,97.4,55.8,15763
11/18/2021,Cheboygan County,MI,52.6,13300,58.4,60.7,78.7,97.7,55.5,14027
11/18/2021,Franklin city,VA,36.7,2922,44.5,47.7,75,82.2,43.6,3472
11/18/2021,Fayette County,PA,54.7,70712,62.4,65.2,91.7,94.5,68.8,88641
11/18/2021,Allen Parish,LA,33.2,8500,39,41.4,60.2,96.7,36.7,9410
11/18/2021,Kent County,TX,36.4,277,42.5,45.9,65.2,99.1,41.9,319
11/18/2021,Brantley County,GA,13.3,2537,15.6,16.4,22.8,58.3,15.8,3014
11/18/2021,Cleburne County,AL,28.8,4301,33.9,36.1,55.6,92.6,34.8,5181
11/18/2021,Gordon County,GA,16.5,9589,19.5,19.7,17.2,58.3,0,
11/18/2021,Polk County,MO,36.3,11679,42.5,44.6,70.8,91.2,41,13109
11/18/2021,Sedgwick County,KS,46.4,239291,55.8,57.7,75.3,93.6,57.7,294835
11/18/2021,Macon County,MO,37.2,5631,43.6,46.6,67.6,91.2,40.5,6100
11/18/2021,Delaware County,OK,34.2,14713,39.2,40.8,57.2,93.9,45,19310
11/18/2021,Levy County,FL,42.9,17819,49.3,51.3,73.2,98.7,50.3,20848
11/18/2021,San Patricio County,TX,50.4,33627,60.9,63.1,81.9,99.1,59.2,39420
11/18/2021,Greene County,IA,53.9,4788,63.4,66.2,92.2,97.4,57.7,5102
11/18/2021,Washington County,ID,35.9,3661,,46.4,68.5,97.6,40.1,
11/18/2021,Unknown County,MT,0,23502,0,0,0,95.7,0,32065
11/18/2021,Hernando County,FL,50.2,97273,56.7,58.6,79,98.7,56.4,108909
11/18/2021,Gilmer County,GA,14.4,4516,16.4,16.7,16.8,58.3,15,
11/18/2021,Russell County,AL,35.2,20407,42.1,43.8,73.4,92.6,46,26588
11/18/2021,Jackson County,IL,47.6,27009,54.2,55.3,78.5,97.8,52.4,29679
11/18/2021,Okaloosa County,FL,53.7,113271,63.4,66,89.8,98.7,63.1,132456
11/18/2021,Camden County,GA,44.6,24405,53.7,55.7,75.8,58.3,49.4,26885
11/18/2021,Lewis County,TN,33.2,4071,38.6,41.3,63.2,97.9,37,4534
11/18/2021,Steuben County,NY,54.1,51621,62.7,64.8,80.7,97.6,60.2,56579
11/18/2021,Garden County,NE,42.6,782,48.7,51.3,71.1,89.8,0,
11/18/2021,Morgan County,OH,38.4,5576,44.2,46.8,69.1,98.6,40.4,5841
11/18/2021,Perry County,OH,37.5,13534,44.2,47.1,75.3,98.6,39.3,14136
11/18/2021,Yankton County,SD,58.3,13305,67.7,69.6,90.6,96.3,68.9,15644
11/18/2021,Kearny County,KS,48,1843,59.6,63.9,75.3,93.6,54.9,2072
11/18/2021,Clarke County,AL,46.8,11065,54.3,56.7,76.1,92.6,58.2,13731
11/18/2021,Currituck County,NC,49.9,13862,58.3,61.3,95.8,97.2,64.2,17738
11/18/2021,Laurens County,GA,25.6,12163,30.5,31.3,32.8,58.3,29.4,13963
11/18/2021,Evangeline Parish,LA,34.9,11671,41.9,44.1,64.5,96.7,39.2,13070
11/18/2021,Bath County,KY,48.8,6095,58.7,61.5,87.5,93.9,53.5,6662
11/18/2021,Buena Vista city,VA,36.8,2385,42.8,44.6,64.1,82.2,41.1,2659
11/18/2021,Medina County,TX,50.2,25887,58.7,60.9,77.4,99.1,56.4,29077
11/18/2021,Park County,CO,44.1,8307,48.5,49.6,62.3,97.3,47.4,8879
11/18/2021,Brewster County,TX,51.7,4759,58.7,61.2,68,99.1,61.3,5595
11/18/2021,Bacon County,GA,13.5,1507,16.2,17.3,15.1,58.3,14.7,
11/18/2021,Parmer County,TX,36.8,3535,45.1,47.9,68.2,99.1,41.4,3975
11/18/2021,Cooper County,MO,40.3,7138,46.9,48.5,72.2,91.2,44.9,7917
11/18/2021,Menard County,IL,52.8,6436,61,63.5,85.1,97.8,56.4,6871
11/18/2021,Whitley County,KY,40.3,14630,48.7,51.5,82.3,93.9,45.4,16350
11/18/2021,Franklin Parish,LA,33.8,6772,40.6,43.8,64.9,96.7,37.9,7569
11/18/2021,Greene County,AL,46,3729,53.6,55.5,71.4,92.6,58.7,4746
11/18/2021,Berrien County,GA,18.9,3664,22.3,23.4,35.8,58.3,20,
11/18/2021,Staunton city,VA,46.3,11539,53.3,54.6,73.2,82.2,50.7,12595
11/18/2021,Osage County,OK,31.5,14814,36.5,37.8,48.9,93.9,38.3,17885
11/18/2021,Bulloch County,GA,27,21464,31.1,31.6,65.8,58.3,31.1,24675
11/18/2021,Palo Pinto County,TX,34.2,9984,40.3,42.8,64.5,99.1,38.8,11301
11/18/2021,Ascension Parish,LA,46,58258,55.8,58.2,83.1,96.7,51.4,64744
11/18/2021,San Juan Municipio,PR,68.5,218160,76.8,78.2,80.6,95.8,82.3,260019
11/18/2021,Greene County,IL,36.8,4772,42.6,44.9,66.1,97.8,38.8,5023
11/18/2021,Crenshaw County,AL,31.3,4317,36.8,39.1,61.2,92.6,38.1,5246
11/18/2021,Grand County,UT,60.3,5878,70.3,73,82.6,97.5,70.7,6894
11/18/2021,Pawnee County,NE,41,1071,48,50.1,65.1,89.8,41.1,
11/18/2021,Ontario County,NY,62.4,68543,71.5,72.5,86.5,97.6,67,72341
11/18/2021,Harrison County,OH,39.5,5946,45.4,48.4,75.6,98.6,42.2,6317
11/18/2021,Morovis Municipio,PR,64.4,19549,72.2,71.2,59.6,95.8,72.9,21933
11/18/2021,Unknown County,VA,0,977243,0,0,0,82.2,0,1088234
11/18/2021,St. Lawrence County,NY,55.6,59947,63.9,64.9,83.8,97.6,59.4,63094
11/18/2021,Lincoln County,WY,37.6,7463,45.4,48.6,73,96.4,42.9,8477
11/18/2021,Putnam County,OH,44.7,15122,53.8,57.4,85.4,98.6,46.8,15759
11/18/2021,Adams County,PA,51.1,52689,58.5,60.6,84.6,94.5,61.4,62862
11/18/2021,Johnson County,GA,16.3,1572,18.5,18.6,15.9,58.3,19.8,1907
11/18/2021,Madison County,VA,50.9,6752,58.3,60,75.1,82.2,57.3,7528
11/18/2021,Morgan County,KY,44.8,5967,50.5,52,63.4,93.9,48.7,6466
11/18/2021,Hunt County,TX,38.7,38185,45.8,48.1,69.9,99.1,44.4,43776
11/18/2021,Republic County,KS,48.3,2238,56.5,59.6,75.5,93.6,51.3,2370
11/18/2021,Grand Traverse County,MI,63.2,58836,72.5,74.1,93.1,97.7,66.7,62044
11/18/2021,Dewey County,OK,24,1173,29.4,32.2,59.9,93.9,26.4,1287
11/18/2021,Madison County,NY,56.2,39874,64,64.9,78.9,97.6,60,42214
11/18/2021,Cass County,IL,54.2,6584,64.4,66.9,79.7,97.8,58.2,7055
11/18/2021,Van Buren County,TN,53.6,3149,61.6,64.8,92,97.9,60.1,3528
11/18/2021,Ferry County,WA,50.5,3855,56.7,57.3,70.2,96.1,56.1,4264
11/18/2021,Elk County,KS,31.1,787,36.5,39,51.9,93.6,34.8,879
11/18/2021,Dale County,AL,48.8,23988,57.7,61.2,74.5,92.6,56.3,27634
11/18/2021,Todd County,SD,49.8,5064,69.7,73.1,83.5,96.3,60.7,6145
11/18/2021,Brooks County,TX,55.4,3928,68.9,69.6,80.7,99.1,63.5,4492
11/18/2021,Hendricks County,IN,66.1,112534,78.3,80.7,99.9,98.7,71.7,120589
11/18/2021,Vieques Municipio,PR,73.7,6177,82.6,83,83.7,95.8,80.2,6583
11/18/2021,Marshall County,IL,51.9,5942,59.8,61.8,82.3,97.8,55.9,6377
11/18/2021,San Benito County,CA,57.1,35840,68.2,69.2,78.2,97.4,66,40921
11/18/2021,Garfield County,UT,51.4,2598,59.5,63.8,72.7,97.5,58.5,2950
11/18/2021,Leflore County,MS,56.6,15955,69.3,72.2,95.1,98.3,64.3,18116
11/18/2021,Taylor County,FL,36.1,7790,41.7,43.5,68.7,98.7,44,9484
11/18/2021,Oneida County,ID,37.4,1695,,52,75.5,97.6,42.5,
11/18/2021,Unknown County,DE,0,22188,0,0,0,96.3,0,25712
11/18/2021,Morrow County,OR,49.8,5784,60.7,63.8,73.8,97.8,55.2,6394
11/18/2021,Albany County,NY,67.8,207128,77.1,77.6,91.2,97.6,74.1,223166
11/18/2021,Clay County,WV,24.1,2049,28,27,40.3,60.3,36.1,3057
11/18/2021,Cochise County,AZ,55.8,70276,65,66.8,75,97.7,65.7,82286
11/18/2021,Wyandotte County,KS,49.8,82395,61.3,62.5,75.8,93.6,58.1,95305
11/18/2021,Galax city,VA,37.1,2353,43.9,46.7,70.1,82.2,41,2596
11/18/2021,Lincoln County,WV,16.9,3451,19.8,19.9,29.3,60.3,26.4,5357
11/18/2021,Limestone County,TX,33.8,7916,39.6,41.7,57.7,99.1,39.1,9160
11/18/2021,Litchfield County,CT,70.1,126330,78.6,80,91.1,98.3,78.3,139675
11/18/2021,Burt County,NE,53.3,3444,62.2,64.7,83.2,89.8,0,
11/18/2021,Klickitat County,WA,44.4,9960,50.7,52.4,71.7,96.1,48.2,10764
11/18/2021,Barry County,MI,45.1,27748,52.4,54.7,78.1,97.7,47.1,28981
11/18/2021,Cass County,MO,46.4,49091,54.8,56.7,76.2,91.2,53.9,56291
11/18/2021,Jersey County,IL,51,11106,58.4,60.9,85.8,97.8,54.2,11789
11/18/2021,Dickey County,ND,48.8,2377,57.8,60.7,85.9,92.2,53.3,2557
11/18/2021,Cherokee County,SC,31.5,18062,37.1,39,61.5,93.9,36.1,20586
11/18/2021,Winn Parish,LA,41.3,5743,47.7,50.5,69.3,96.7,45.8,6365
11/18/2021,Logan County,ND,31.7,587,37.3,40.1,63.6,92.2,38.9,719
11/18/2021,Antrim County,MI,54.7,12767,61.4,63.7,80.6,97.7,58.3,13595
11/18/2021,Murray County,GA,16.8,6719,19.8,20.2,20.5,58.3,17.4,
11/18/2021,White County,AR,41,32287,48.2,49.9,75.3,90.3,47.6,37354
11/18/2021,Archuleta County,CO,53.5,7502,60.3,62.5,78,97.3,59.4,8227
11/18/2021,Bastrop County,TX,50.8,45115,60.8,63.1,72.7,99.1,60.7,53822
11/18/2021,Lake County,CA,53.9,34730,62.8,65.2,77.2,97.4,61.2,39283
11/18/2021,Lassen County,CA,34.5,10546,39,40.6,73.2,97.4,38.7,11820
11/18/2021,Roane County,WV,5.3,731,6.1,6,7.2,60.3,11,1498
11/18/2021,Pasco County,FL,53.3,295306,61.4,63.1,82.4,98.7,60.8,334263
11/18/2021,San Mateo County,CA,74.1,568113,85.2,85.4,89.9,97.4,84.6,633827
11/18/2021,Finney County,KS,40.1,14623,50.3,52.6,61,93.6,54,19564
11/18/2021,Burnett County,WI,52.2,8045,58.7,61.2,83.5,96.8,58.2,8935
11/18/2021,Denton County,TX,55.6,493556,65.9,67.7,85.8,99.1,61.7,546500
11/18/2021,Franklin County,KY,55.1,28097,63.8,65.2,85.8,93.9,62.3,31424
11/18/2021,Harris County,TX,57.1,2691600,69.4,71,85.6,99.1,66.3,3118275
11/18/2021,Cherokee County,OK,41.8,20319,48.7,50,68.9,93.9,54.2,26149
11/18/2021,Jackson County,OK,48.8,11969,59,62,82.5,93.9,57.4,14032
11/18/2021,Perry County,IL,45,9402,51.2,53.8,81.4,97.8,49.9,10418
11/18/2021,Chippewa County,MN,48.5,5719,58,60.4,83.4,94.4,51.6,6051
11/18/2021,Concordia Parish,LA,37.1,7141,44,45.7,61.5,96.7,43.7,8402
11/18/2021,Grafton County,NH,68.8,61878,76.6,77.3,93.1,94.1,88.1,78684
11/18/2021,Nicholas County,KY,48.3,3510,57.4,60.6,95.4,93.9,52.6,3810
11/18/2021,Washington County,VT,41.9,24450,47.5,47.7,57.2,73.7,48,27383
11/18/2021,Orange County,VA,41.1,15229,47.8,49.5,69.9,82.2,46.4,17119
11/18/2021,Crittenden County,AR,39.1,18739,47.6,49.4,62.2,90.3,47.5,22600
11/18/2021,Black Hawk County,IA,55.1,72324,64.6,66.4,89.9,97.4,59.9,77456
11/18/2021,Cassia County,ID,32.3,7769,,47.2,69.7,97.6,37.7,
11/18/2021,Johnson County,IN,53.8,85031,64,66.7,91.3,98.7,59.5,93263
11/18/2021,Lac qui Parle County,MN,54,3578,62.1,64.3,74.9,94.4,55.9,3665
11/18/2021,Sterling County,TX,35.8,462,43.7,46.5,80.1,99.1,42.4,547
11/18/2021,Dakota County,MN,62,265802,73.5,74.9,89.1,94.4,66.8,280790
11/18/2021,Putnam County,FL,37.1,27640,43.1,44.9,63.9,98.7,44.7,33206
11/18/2021,Wise County,TX,35.6,24892,42.3,45.2,69.7,99.1,40.1,28055
11/18/2021,Aguas Buenas Municipio,PR,66.5,16512,74.6,74.5,72.3,95.8,74.5,18317
11/18/2021,Alexandria city,VA,57.1,91005,65.7,65.4,75.1,82.2,67.8,106340
11/18/2021,Plymouth County,IA,48.4,12179,57.7,61.2,83.9,97.4,51.4,12866
11/18/2021,Coal County,OK,36.7,2015,43.2,46.6,65.1,93.9,41.5,2281
11/18/2021,Kiowa County,OK,47.8,4159,57,60.2,88.3,93.9,54.8,4761
11/18/2021,Forsyth County,NC,55.4,211958,65,66.9,84.3,97.2,71.3,268789
11/18/2021,Pike County,OH,40.2,11178,47.3,50.1,72.8,98.6,44,12186
11/18/2021,Fayette County,TX,45.9,11638,52.6,55.3,73.6,99.1,53.5,13528
11/18/2021,Box Butte County,NE,29.6,3192,35.7,37.8,51.1,89.8,0,
11/18/2021,Erie County,PA,55.4,149444,64.2,66.2,84.4,94.5,68.4,182574
11/18/2021,Pima County,AZ,60.7,636109,70.2,71.5,89.9,97.7,70,724800
11/18/2021,Bay County,FL,46.2,80730,53.6,55.9,74.9,98.7,54.2,94355
11/18/2021,Greenwood County,KS,45.9,2746,53.3,56.5,79.5,93.6,49.6,2966
11/18/2021,Sherburne County,MN,40.6,39477,48.7,50.8,77.8,94.4,44,42190
11/18/2021,Saratoga County,NY,72,165551,82.5,83.2,92.6,97.6,78.9,178388
11/18/2021,Putnam County,MO,30.9,1451,36.3,39.1,56.4,91.2,34.6,1620
11/18/2021,Deer Lodge County,MT,53.9,4926,58.8,58.9,84.3,95.7,57.9,5240
11/18/2021,Webster County,MO,39.7,15712,48.3,51.5,78.4,91.2,44.6,17592
11/18/2021,Chase County,NE,30.1,1180,35.7,38.3,47.4,89.8,0,
11/18/2021,Douglas County,IL,43.7,8497,51.9,54.6,75.1,97.8,47.2,9165
11/18/2021,Martin County,IN,46,4713,53.8,57.4,76.3,98.7,49.7,5090
11/18/2021,Oakland County,MI,61.9,778079,71.3,72.8,87,97.7,65.7,826512
11/18/2021,Coryell County,TX,43.1,32730,51.3,52.4,99.5,99.1,49.2,37368
11/18/2021,Fond du Lac County,WI,50.7,52414,58.7,61.3,84.6,96.8,55,56418
11/18/2021,Norton city,VA,31,1234,36.2,37.9,54.7,82.2,39.7,1575
11/18/2021,Lawrence County,KY,42.8,6555,51,53,73.4,93.9,48.6,7406
11/18/2021,Cass County,NE,53.8,14109,63.2,65.1,86.2,89.8,57.9,14933
11/18/2021,Warren County,PA,45.6,17858,52.2,54,73.1,94.5,59.7,23290
11/18/2021,Jasper County,MO,43.6,52844,52.1,54.5,79.8,91.2,49.6,59845
11/18/2021,Green County,KY,39.6,4331,45.6,48.2,68.4,93.9,43.4,4739
11/18/2021,Lawrence County,MO,35.1,13445,42,44.6,64.8,91.2,39.4,15074
11/18/2021,Scotland County,MO,24.4,1194,30.4,32.5,55,91.2,27.9,1366
11/18/2021,St. Tammany Parish,LA,52.3,136235,61.6,64.8,88.3,96.7,58.1,150970
11/18/2021,Oconto County,WI,48.9,18562,56.1,58.6,86.9,96.8,52,19630
11/18/2021,St. Landry Parish,LA,37.6,30918,45.7,47.9,65,96.7,42.4,34702
11/18/2021,Will County,IL,59.6,411798,70,71.5,86.9,97.8,65.2,448814
11/18/2021,Cherokee County,IA,49.7,5589,58,61.6,82.5,97.4,53.1,5961
11/18/2021,Mecklenburg County,VA,40.8,12490,46.4,48.7,63.4,82.2,46.8,14307
